# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
FCGR1B	ENSG00000198019	ENST00000453173	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1B	ENSG00000198019	ENST00000471609	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1B	ENSG00000198019	ENST00000472543	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1B	ENSG00000198019	ENST00000615565	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1B	ENSG00000198019	ENST00000616817	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1B	ENSG00000198019	ENST00000623603	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FCGR1CP	ENSG00000265531	ENST00000579737	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FCGR2A	ENSG00000143226	ENST00000271450	protein_coding	0	0	0	10	2	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000367972	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000459885	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
FCGR2A	ENSG00000143226	ENST00000461298	processed_transcript	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
FCGR2A	ENSG00000143226	ENST00000467525	nonsense_mediated_decay	0	0	0	11	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000467654	retained_intron	0	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000471026	processed_transcript	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000473080	retained_intron	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000482233	retained_intron	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000483665	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000486608	processed_transcript	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
FCGR2A	ENSG00000143226	ENST00000491841	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000497474	retained_intron	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
FCGR2A	ENSG00000143226	ENST00000536731	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
FCGR2B	ENSG00000072694	ENST00000236937	protein_coding	0	0	0	15	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	3
FCGR2B	ENSG00000072694	ENST00000358671	protein_coding	0	0	0	15	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	3
FCGR2B	ENSG00000072694	ENST00000367961	protein_coding	0	0	0	15	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	3
FCGR2B	ENSG00000072694	ENST00000480308	retained_intron	0	0	0	15	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	3
FCGR2B	ENSG00000072694	ENST00000485778	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
FCGR2C	ENSG00000244682	ENST00000465075	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000466542	polymorphic_pseudogene	0	0	0	7	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000467903	processed_transcript	0	0	0	8	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2
FCGR2C	ENSG00000244682	ENST00000473530	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000473712	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000482226	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000496692	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000502411	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000507374	processed_transcript	0	0	0	7	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000508651	processed_transcript	0	0	0	6	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2
FCGR2C	ENSG00000244682	ENST00000543859	protein_coding	0	0	1	6	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	1
FCGR2C	ENSG00000244682	ENST00000611236	protein_coding	0	0	1	6	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	1
FCGR3A	ENSG00000203747	ENST00000367967	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000367969	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000426740	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000436743	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000442336	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000443193	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3A	ENSG00000203747	ENST00000476031	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCGR3B	ENSG00000162747	ENST00000294800	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000367964	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
FCGR3B	ENSG00000162747	ENST00000421702	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000531221	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000533780	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FCGR3B	ENSG00000162747	ENST00000534489	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000534776	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000613418	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
FCGR3B	ENSG00000162747	ENST00000614870	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
FCMR	ENSG00000162894	ENST00000367091	protein_coding	0	0	0	30	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000442471	protein_coding	0	0	0	30	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000463473	nonsense_mediated_decay	0	0	0	29	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000474041	retained_intron	0	0	0	12	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	7
FCMR	ENSG00000162894	ENST00000525793	protein_coding	0	0	0	26	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000528654	processed_transcript	0	0	0	30	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000529560	protein_coding	0	0	0	26	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000530505	protein_coding	0	0	0	26	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000533312	retained_intron	0	0	0	26	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	10
FCMR	ENSG00000162894	ENST00000628511	protein_coding	0	0	0	29	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	10
FCN3	ENSG00000142748	ENST00000270879	protein_coding	0	0	0	15	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	3
FCN3	ENSG00000142748	ENST00000354982	protein_coding	0	0	0	15	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	3
FCN3	ENSG00000142748	ENST00000481748	retained_intron	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
FCN3	ENSG00000142748	ENST00000498393	retained_intron	0	0	0	13	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	2
FCRL1	ENSG00000163534	ENST00000358292	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSG00000163534	ENST00000368175	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0
FCRL1	ENSG00000163534	ENST00000368176	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSG00000163534	ENST00000463001	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
FCRL1	ENSG00000163534	ENST00000480310	processed_transcript	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSG00000163534	ENST00000489998	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
FCRL1	ENSG00000163534	ENST00000491942	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSG00000163534	ENST00000495126	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FCRL2	ENSG00000132704	ENST00000361516	protein_coding	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
FCRL2	ENSG00000132704	ENST00000368178	retained_intron	0	0	0	13	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	1
FCRL2	ENSG00000132704	ENST00000368181	protein_coding	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
FCRL2	ENSG00000132704	ENST00000462774	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
FCRL2	ENSG00000132704	ENST00000469986	protein_coding	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
FCRL3	ENSG00000160856	ENST00000368184	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000368186	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000457799	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000468507	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
FCRL3	ENSG00000160856	ENST00000473231	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
FCRL3	ENSG00000160856	ENST00000477837	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000478179	processed_transcript	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
FCRL3	ENSG00000160856	ENST00000480682	processed_transcript	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000485028	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000492769	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000494724	processed_transcript	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
FCRL3	ENSG00000160856	ENST00000496769	protein_coding	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
FCRL4	ENSG00000163518	ENST00000271532	protein_coding	0	0	0	21	1	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	2
FCRL4	ENSG00000163518	ENST00000448509	processed_transcript	0	0	0	16	0	0	0	0	0	0	7	0	6	1	0	0	0	0	0	0	0	0	2
FCRL4	ENSG00000163518	ENST00000479869	processed_transcript	0	0	0	10	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	5
FCRL5	ENSG00000143297	ENST00000361835	protein_coding	0	1	0	17	1	0	0	0	0	0	2	0	15	0	0	0	0	1	0	0	0	0	0
FCRL5	ENSG00000143297	ENST00000368189	protein_coding	0	1	0	12	5	0	0	0	0	0	3	0	5	0	0	0	0	1	0	0	0	0	0
FCRL5	ENSG00000143297	ENST00000368190	protein_coding	0	1	0	13	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0
FCRL5	ENSG00000143297	ENST00000461387	processed_transcript	0	0	0	5	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1
FCRL5	ENSG00000143297	ENST00000462218	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
FCRL5	ENSG00000143297	ENST00000481082	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0
FCRL5	ENSG00000143297	ENST00000483875	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FCRL5	ENSG00000143297	ENST00000497286	processed_transcript	0	0	0	11	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	5
FCRL6	ENSG00000181036	ENST00000321935	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000339348	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000368106	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000392235	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000536257	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000540741	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FCRL6	ENSG00000181036	ENST00000541729	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FCRLA	ENSG00000132185	ENST00000236938	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000294796	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000309691	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000349527	protein_coding	1	0	0	10	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000350710	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000367949	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000367950	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000367953	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000367957	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000367959	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000465403	processed_transcript	0	0	0	11	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000470841	processed_transcript	0	0	0	9	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	5
FCRLA	ENSG00000132185	ENST00000540521	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLA	ENSG00000132185	ENST00000546024	protein_coding	1	0	0	11	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	7
FCRLB	ENSG00000162746	ENST00000336830	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
FCRLB	ENSG00000162746	ENST00000367944	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
FCRLB	ENSG00000162746	ENST00000367945	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
FCRLB	ENSG00000162746	ENST00000367946	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
FCRLB	ENSG00000162746	ENST00000367948	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
FCRLB	ENSG00000162746	ENST00000495397	processed_transcript	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
FDPS	ENSG00000160752	ENST00000356657	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000368356	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000447866	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000461507	retained_intron	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000465559	protein_coding	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000467076	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000468479	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000470171	processed_transcript	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000471117	retained_intron	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000474345	nonsense_mediated_decay	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000477057	processed_transcript	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000487002	retained_intron	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000489003	retained_intron	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000489324	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FDPS	ENSG00000160752	ENST00000490140	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
FDPS	ENSG00000160752	ENST00000491013	protein_coding	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000492244	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
FDPS	ENSG00000160752	ENST00000492887	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
FDPS	ENSG00000160752	ENST00000495308	retained_intron	0	0	0	11	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000611010	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPS	ENSG00000160752	ENST00000612683	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
FDPSP1	ENSG00000225462	ENST00000424976	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
FDPSP8	ENSG00000224763	ENST00000438304	processed_pseudogene	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
FGFR3P6	ENSG00000226164	ENST00000457012	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	ENSG00000172456	ENST00000303721	protein_coding	0	0	0	130	1	0	0	0	0	0	1	0	127	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000371210	protein_coding	0	0	0	54	1	0	0	0	0	0	1	0	52	0	0	0	0	0	0	0	0	0	0
FGGY	ENSG00000172456	ENST00000371212	protein_coding	0	0	0	125	1	0	0	0	0	0	1	0	122	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000371218	protein_coding	1	0	0	129	1	0	0	0	0	0	1	1	126	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000413489	protein_coding	0	0	0	27	0	0	0	0	0	0	8	0	18	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000424725	nonsense_mediated_decay	0	0	0	128	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000430447	nonsense_mediated_decay	0	0	0	113	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000462744	processed_transcript	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000466791	processed_transcript	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000471169	processed_transcript	0	0	0	30	0	0	0	0	0	0	1	0	23	1	0	0	0	0	0	0	0	0	5
FGGY	ENSG00000172456	ENST00000472783	processed_transcript	0	0	0	30	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0	0	0	5
FGGY	ENSG00000172456	ENST00000474476	processed_transcript	0	0	0	99	0	0	0	0	0	0	3	0	95	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000475949	processed_transcript	0	0	0	65	0	0	0	0	0	0	1	0	63	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000476939	processed_transcript	0	0	0	34	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
FGGY	ENSG00000172456	ENST00000480847	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2
FGGY	ENSG00000172456	ENST00000485720	processed_transcript	0	0	0	33	0	0	0	0	0	0	3	0	28	0	0	0	0	0	0	0	0	0	2
FGGY	ENSG00000172456	ENST00000493891	processed_transcript	0	0	0	39	0	0	0	0	0	0	1	0	36	1	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000495718	retained_intron	0	0	0	93	0	0	0	0	0	0	1	0	91	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000582567	protein_coding	0	0	0	11	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000583635	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000634364	nonsense_mediated_decay	0	0	0	133	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000634399	nonsense_mediated_decay	0	0	0	130	2	0	0	0	0	0	0	0	125	2	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000634606	nonsense_mediated_decay	0	0	0	141	2	0	0	0	0	0	2	0	134	2	0	0	0	0	0	0	0	0	1
FGGY	ENSG00000172456	ENST00000635156	nonsense_mediated_decay	0	0	0	129	1	0	0	0	0	0	0	0	126	1	0	0	0	0	0	0	0	0	1
